Шуберт, Франц Петер	[' (1797—1828), австрийский композитор — ']	['I', 'II', 'III']	['133', '480,603', '47,61,78,97,290,295,416']
Шувалов, Петр Иванович	[' (1710/1711—1762), русский госуд. деятель — ']	['II']	['266']
Шуман, Роберт	[' (1810—1856), немецкий композитор — ']	['II']	['481']
Шумяцкий, Борис Захарович	[' (1886—1938), сов. парт. и госуд. деятель — ']	['IV']	['107,394']
Шунявский	[]	['']	[]
Шура	[]	['']	[]
Шура,	[' домработница Лившицев — ']	['IV']	['91']
Шушлетин	[' — ']	['III']	['437']
Шюнеман, Георг	[' (1884—1945), немецкий музыковед — ']	['III']	['244']
Щеголев, Павел Елисеевич	[' (1877—1931), историк, литературовед — ']	['IV']	['21,70,370']
Щедрин	[]	['']	[]
Щепкина-Куперник, Татьяна Львовна	[' (1874—1952), писательница, переводчица — ']	['II']	['329']
Щербаков, Александр Сергеевич	[' (1901—1945), сов. парт. и госуд. деятель — ']	['IV']	['163,165—167,414']
Щербаков, Иван Иванович	[' — ']	['III']	['436']
Эвклид	[' (Евклид; III в. до н. э.), древнегреческий математик — ']	['I', 'IV']	['219', '15']
Эйзенштейн, Сергей Михайлович	[' (1898—1948), кинорежиссер — ']	['II']	['457']
Эйнштейн, Альберт	[' (1879—1955), физик — ']	['II']	['257,275,296']
Эйхенбаум, Борис Михайлович	[' (1886—1959), историк литературы — ']	['II', 'IV']	['252,257', '162,413']
Эллис	[' (наст. имя Кобылинский, Лев Львович; 1879—1947), поэт — ']	['II']	['237']
Эмма	[]	['']	[]
Энгельс, Фридрих	[' (1820—1895) — ']	['IV']	['150']
Энгр, Жан Огюст Доминик	[' (1780—1867), французский художник — ']	['IV']	['76']
Эпикур	[' (ок. 341—270 до н. э.), древнегреческий философ — ']	['III']	['403,462']
Эредиа, Жозе Мария де	[' (1842—1905), французский поэт — ']	['III']	['235']
Эренбург, Илья Григорьевич	[' (1891—1967), писатель — \xa0']	['I', 'IV']	['181', '26,65,104']
Эрман, Абель	[' (1862—1950), французский писатель — ']	['II']	['581—583,648']
Эстергази, Мари Шарль Фердинанд Вальхен	[' (1847—1923), майор французской армии, занимавшийся шпионажем в пользу Германии — ']	['II']	['347']
Эсхил	[' (ок. 525—456 до н. э.), древнегреческий поэт-драматург — ']	['II', 'III']	['294', '112,115,418']
Эфрос, Абрам Маркович	[' (1888—1954), искусствовед, поэт, переводчик, критик — ']	['II', 'III', 'IV']	['84', '145', '163,414']
Юнге, Эдуард Андреевич	[' (1833—1898), врач-окулист, пионер курортного Коктебеля — ']	['IV']	['83,386']
Юрасов	[' — ']	['IV']	['134']
Юркун, Юрий Иванович	[' (1895—1938), писатель, муж О. Н. Арбениной — ']	['I']	['158']
Юстиниан I	[' (483—565), византийский император 527—565 — ']	['I']	['79']
Языков, Николай Михайлович	[' (1803—1847), поэт — ']	['I', 'II', 'III']	['195', '298—300,339,553,554', '66,267']
Якобсон,	[' завхоз пансионата в Царском Селе — ']	['IV']	['84']
Яков Самсонович	[]	['']	[]
Яковлев В. И.,	[' издательский деятель — ']	['IV']	['120,121']
Якубович-Мельшин, Петр Филиппович	[' (1860—1911), поэт — ']	['II']	['381']
Янсон Я. Д.,	[' издательский деятель — ']	['IV']	['95,388']
Яхонтов, Владимир Николаевич	[' (1899—1945), актер — ']	['II', 'III', 'IV']	['459—461,639', '370', '198,402,416']
Яшвили, Паоло	[' (1895—1937), грузинский поэт — ']	['II']	['103,236,613']
